Transcript	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT1G55200.2	76.5799	98.0968	49.5995	91.3125	58.8204	58.4526
AT1G55200.3	0.0338788	35.5456	0	0	0	41.9935
AT1G55200.4	31.3581	0.401279	10.8063	38.9029	0	0
AT1G55205.1	104.986	125	80	54	55	67
AT1G55205.2	0	0	0	0	0	0
AT1G55207.1	1.01372	0	0	1	0	2
AT1G55210.1	186.843	186.64	263.286	180.484	246.159	227.78
AT1G55210.2	858.157	1040.36	1154.72	2000.52	1155.84	1322.22
AT1G55220.1	0	0	1	0	0	0
AT1G55230.1	0	2	0	1	0	2
AT1G55240.1	0	0	0	0	1	2
AT1G55250.1	26.5705	67.0216	101.712	143.888	128.061	205.283
AT1G55250.2	64.2319	109.809	53.0633	72.1311	119.153	110.188
AT1G55250.3	0.120386	5.56061e-6	8.21806e-5	0	0.076149	0.0326841
AT1G55250.4	34.7681	73.2608	35.5041	124.366	83.8137	118.445
AT1G55250.5	208.309	254.909	149.72	358.615	338.897	299.052
AT1G55260.1	821	724.548	815.23	859.087	754.129	744.902
AT1G55260.2	2.10563e-4	77.4517	62.7699	62.7076	30.8712	50.0979
AT1G55265.1	209.917	214.185	212.058	747.105	778.666	648.869
AT1G55270.1	249.674	409.519	185.639	342.969	364.069	484.417
AT1G55270.2	136.011	10.352	171.146	181.937	91.71	2.94502e-6
AT1G55280.1	116	112.007	85	179.221	172	146
AT1G55280.2	0	8.99255	0	8.77904	0	0
AT1G55290.1	4	2	0	1	4	0
AT1G55300.1	186	172	172	156.019	141.466	200.012
AT1G55300.2	0	6.43566e-7	0	0	17.9649	0
AT1G55310.1	0	0	0	0	0	0
AT1G55310.2	0	4.39565	0	17.1761	9.57854	10.0479
AT1G55310.3	0	0	10.9673	9.94534	0	0
AT1G55310.4	275.803	314.435	211.662	480.199	385.942	427.318
AT1G55310.5	51.5957	145.564	135.042	48.9473	73.4207	114.9
AT1G55310.6	34.0259	41.116	52.1705	87.9318	58.6046	83.2936
AT1G55310.7	379.575	326.489	264.159	478.8	325.454	341.441
AT1G55320.1	42.6711	53.0126	42.872	76.0237	84.7794	69.1076
AT1G55320.2	49.3289	41.9874	76.128	118.976	120.221	118.892
AT1G55325.1	17.9651	0	15.2338	14.1298	0	49.9838
AT1G55325.2	0	0	0	0	0	0
AT1G55325.3	573.309	743.764	674.25	1020.77	800.829	967.383
AT1G55325.4	336.726	291.236	185.516	231.097	345.171	293.634
AT1G55330.1	1254	1199	1348	652	631	643
AT1G55335.1	0	0	0	0	0	0
AT1G55340.1	595.239	638.535	558.161	630.96	554.936	657.968
AT1G55340.2	78.761	65.4652	62.8389	65.0395	77.0642	46.0324
AT1G55350.1	3.68994e-8	0	1.6548e-5	9.3034e-8	2.25551e-5	0
AT1G55350.2	661.64	847.039	662.297	782.504	867.665	913.125
AT1G55350.3	413.32	477.869	552.907	496.757	420.361	512.376
AT1G55350.4	698.04	896.092	688.796	1113.7	861.965	999.499
AT1G55350.5	0	0	1.88832e-7	1.03642	0.00909515	0
AT1G55350.6	1.60558e-8	0	5.77489e-6	3.65336e-8	1.10169e-5	0
AT1G55360.1	2289	2220.1	2413.15	2733.09	2130.35	2441.48
AT1G55365.1	0	0	0	0	1.04082	1.0478
AT1G55370.1	170.892	165.071	42.6345	54.1371	145.944	196.053
AT1G55370.2	1014.11	1003.93	812.365	555.863	690.015	626.899
AT1G55380.1	26.1631	27.2771	23.9276	23.929	30.0975	37.8426
AT1G55390.1	1	2	0	2	6.00028	5
AT1G55420.1	5.83686	6.7229	2.07238	9.29146	11.9025	10.3942
AT1G55430.1	0	0	1	1.02052	1	0
AT1G55440.1	0	0	0	0	0	2.01268
AT1G55450.1	190.47	217.579	358.722	504.733	566.989	508.391
AT1G55450.2	690.998	922.948	1095.82	2031.05	2356.01	2264.73
AT1G55460.1	340.38	447.03	440.131	502.389	517.764	636.284
AT1G55475.1	76.7204	99.5945	65.5398	63.8463	93.9127	116.341
AT1G55475.2	18.2796	25.4055	24.4602	34.1537	54.0873	24.6587
AT1G55480.1	6358.28	5629	5495	3492	5085	4209
AT1G55490.1	9875.75	12233.8	9351.05	3964.82	5581.81	5742.59
AT1G55490.2	3432.77	2706.7	3515.54	2724.28	1753.39	1731.4
AT1G55490.3	43.1743	44.2927	51.4237	22.0942	42.5356	31.667
AT1G55490.4	1.59728e-6	25.839	19.4243	0	3.76007e-7	0
AT1G55490.5	32.0703	11.4304	0	0	0	21.0086
AT1G55500.1	227.9	337.711	257.247	299.735	346.886	368.262
AT1G55500.2	1.94084e-7	72.4233	0	75.8834	0	83.749
AT1G55500.3	7.65734e-4	56.6385	52.2897	6.73912	0.0032906	1.82399e-7
AT1G55500.4	111.212	88.7311	46.9952	31.0043	48.4187	28.0982
AT1G55500.5	109.301	0.496107	108.019	207.486	78.0352	1.49207e-4
AT1G55500.6	71.5866	2.52612e-5	0.449011	3.26264	52.7597	90.8911
AT1G55510.1	164.65	158.432	126.916	253.88	234.329	232.106
AT1G55520.1	74.8962	161.364	109.602	164.223	184.698	155.047
AT1G55520.2	313.89	287.556	204.153	359.931	230.308	304.427
AT1G55520.3	34.0039	18.0183	31.265	41.3443	46.6792	42.2851
AT1G55520.4	111.965	73.6296	74.0628	62.621	84.477	110.134
AT1G55525.1	1	0	0	0	0	1
AT1G55530.1	241.834	241.155	252.104	380.345	337.519	383.839
AT1G55530.2	0	0	0	12.0255	0	0
AT1G55530.3	262.166	223.845	222.039	222.629	418.481	371.161
AT1G55535.1	98.6842	134.223	84.4619	174.917	191.994	139.555
AT1G55535.2	127.989	66.8285	96.3102	76.0833	83.7708	87.9611
AT1G55535.3	15.3265	12.9488	21.2278	0	13.2349	29.4837
AT1G55540.1	122.579	236.528	151.723	31.0121	220.956	63.269
AT1G55540.2	543.421	412.472	542.277	899.988	575.044	817.731
AT1G55546.1	0	0	0	0	0	0
AT1G55550.1	84	110	76	126	108	140
AT1G55560.1	0	0	0	0	0	0
AT1G55570.1	0	0	0	0	0	0
AT1G55580.1	4	5	5	6	2	6
AT1G55590.1	297	338	257	443	464	553
at1g55591	0	0	0	0	0	0
AT1G55600.1	0	0	0	0	0	3
AT1G55610.1	40.9696	76	73	135.799	62.0904	45.0719
AT1G55610.2	44.0304	0	0	45.2005	43.9096	87.9281
AT1G55620.1	94.8303	132.204	145.065	136.446	255.636	277.764
AT1G55620.2	195.17	192.796	148.935	255.554	143.364	146.236
AT1G55625.1	0	0	0	0	0	0
AT1G55630.1	144	167	141	148	156	161
AT1G55640.1	0	0	0	0	0	0
AT1G55650.1	0	0	1	0	0	0
AT1G55660.1	1	0	0	0	0	1
AT1G55660.2	0	0	0	0	0	0
AT1G55670.1	39585.6	37239.8	40287.6	33443.2	34978.7	33886.6
AT1G55673.1	81075.4	65857.1	94475.4	62643.2	67056.3	57304.4
AT1G55675.1	269	261	256	408	398	365
AT1G55680.1	1442.94	1479.75	1521.08	2256.25	2140.06	2361.74
AT1G55690.1	292.73	368.034	244.236	386.774	372.93	352.683
AT1G55690.2	88.578	215.282	68.7636	53.4012	1.4351e-7	87.0991
AT1G55690.3	46.6915	23.5925	0	128.666	130.751	109.57
AT1G55690.4	0	0	0	21.1578	15.3188	33.6484
AT1G55690.5	0	0.0916946	0	9.50598e-4	0	2.18636e-6
AT1G55700.1	0	0	0	1	1	0
AT1G55710.1	0	0	1.55827	0	0	0
AT1G55720.1	0	0	0	0	0	0
AT1G55720.2	0	0	0	0	0	0
AT1G55730.1	98.0464	182.914	139.02	281.844	130.114	152.207
AT1G55730.2	134.354	19.8346	19.9344	138.447	244.718	187.48
AT1G55740.1	22	15	19	51	29	48
AT1G55750.1	0	0	0	2.9572	4.6055	0
AT1G55750.2	0	0	0	0.58451	1.37161	0
AT1G55750.3	0	0	0	4.06963	1.53664	0
AT1G55750.4	0	15.4351	13.3356	16.4492	35.3317	15.7585
AT1G55750.5	75.3055	113.922	15.1338	185.449	46.7726	115.537
AT1G55750.6	111.967	148.628	156.891	167.622	239.99	190.249
AT1G55755.1	12.7744	10.347	13.4333	46.3473	29.2849	38.7094
AT1G55760.1	96.2256	85.653	87.5667	318.653	371.833	306.291
AT1G55770.1	0	1	0	3	1	2
AT1G55775.1	1	1	0	4	0	0
AT1G55790.1	0	0	0	0	0	0
AT1G55800.1	9	11	3	4	5	7
AT1G55803.1	5	6	2	2	5	9
AT1G55805.1	355	355	367	249	271	281
AT1G55810.1	276.655	204.725	106.777	218.83	95.7773	199.36
AT1G55810.2	0	0	0	0	0	0
AT1G55810.3	49.5235	139.217	129.43	0.205816	63.4412	0
AT1G55810.4	0	34.9712	66.7418	88.7646	83.5155	86.4388
AT1G55810.5	0	1.62978e-5	3.37428e-7	6.09998e-6	0	2.82387
AT1G55810.6	71.8213	42.0874	16.0518	51.4169	31.7525	49.3777
AT1G55810.7	1.80365e-7	6.75098e-5	0	0	1.51347	3.87614e-5
AT1G55820.1	220.941	242.11	213.525	237.331	227.102	219.158
AT1G55830.1	62.9045	94.0925	77.9619	45.6953	106.113	80.8276
AT1G55830.2	85.3214	57.8609	3.54048e-7	29.2234	23.6715	0
AT1G55830.3	22.8326	58.937	72.5135	177.75	154.114	216.015
AT1G55840.1	135.049	137.096	154.645	194.949	232.201	199.904
AT1G55840.2	657.951	643.904	622.186	1013.21	856.212	1005.1
AT1G55850.1	435	504	353	879	720	771
AT1G55860.1	1609.13	2226.73	1759.7	3390.81	3118.82	3181.84
AT1G55865.1	15	18	11	17	19	7
AT1G55870.1	8.36899	180.944	25.312	140.531	157.009	115.126
AT1G55870.2	33.0376	4.12321e-5	33.0728	25.0505	0	60.0166
AT1G55870.3	218.189	9.3827e-8	128.596	64.2758	0	0.74704
AT1G55870.4	0.404698	104.056	0.019348	0.142555	21.5092	23.1107
AT1G55880.1	62.2085	198	140.169	224.041	101.441	142.736
AT1G55880.2	132.792	5.59974e-6	84.8305	39.9593	127.041	121.264
AT1G55890.1	686	629	754	565	465	557
AT1G55900.1	426	384	353	442.98	346	374
AT1G55900.2	0	0	0	0.0196565	0	0
AT1G55910.1	471	438	470	447	705	629
AT1G55915.1	74.6444	132.077	0	20.8845	55.4084	84.0628
AT1G55915.2	41.0251	23.9232	26.2989	48.4807	80.5731	31.9542
AT1G55915.3	23.3305	0	100.701	15.6348	0.0185107	0
AT1G55915.4	0	0	0	0	0	16.9831
AT1G55917.1	0	0	0	0	0	0
AT1G55920.1	1472	1525	1622	1245	1514	1507
AT1G55928.1	0	0	0	0	0	0
AT1G55930.1	85.0097	88.9816	56.2134	66.5794	95.6608	87.7679
AT1G55930.2	217.237	316.481	198.568	294.698	314.942	291.834
AT1G55940.1	1.24622	17	7	9.08144	12.2225	18.7494
AT1G55940.2	0	0	0	0	0	0
AT1G55945.1	0.753784	0	0	2.15573	0	1.25058
AT1G55947.1	0	0	0	0	1	0
AT1G55950.1	7	6	10	6	1	6
AT1G55960.1	1939.65	1786.83	1781.46	469.87	556.274	543.995
AT1G55960.2	1389.78	1428.5	1519.8	348.252	501.248	505.5
AT1G55970.1	115.322	248.579	112.347	156.337	240.93	349.835
AT1G55970.2	201.678	159.421	167.653	253.663	231.07	92.1648
AT1G55980.1	3.87371	18.2643	4.27245	27.5597	27.0874	34.4879
AT1G55980.2	6.25247	17.2017	0	0	0	10.8879
AT1G55980.3	122.105	45.9313	82.5036	79.1313	111.126	72.3362
AT1G55990.1	4.53227	14.4527	14.6862	38.4622	11.5436	19.3336
AT1G56000.1	539.596	637.001	367.716	516.435	440.46	507.171
AT1G56000.2	0.404528	6.20178e-5	43.5237	0	30.8922	0
AT1G56010.1	19.2838	14.9294	20.363	25.283	63.3632	45.9343
AT1G56010.2	152.976	137.672	71.7702	425.329	380.201	369.657
AT1G56020.1	93	76	88	138	154	183
AT1G56030.1	0	0	0	0	0	0
AT1G56040.1	0	0	0	0	0	1
AT1G56045.1	2054	1576.78	2148.52	1304	1371.85	1545
AT1G56050.1	1728	1602	1191	639	785	639
AT1G56060.1	5.44591	9.13738	3.90625	13.6164	18.4062	0
AT1G56060.2	12.5541	13.8626	5.09375	19.3836	15.5938	15
AT1G56070.1	21079	18992.5	22783.1	14617	12679.1	12994.3
AT1G56070.2	198.448	125.195	46.2139	86.1076	197.698	81.4009
AT1G56070.3	90.6584	16.1826	200.598	21.7429	1.59664e-6	133.167
AT1G56080.1	20	15	19	39	24	39
AT1G56085.1	0	1	0	0	2	0
AT1G56090.1	120	124	113.416	180	188	177
AT1G56090.2	0	0	9.58443	0	0	0
AT1G56100.1	0	0	0	0	0	0
AT1G56100.2	0	0	0	0	0	0
AT1G56100.3	0	0	0	0	0	0
AT1G56105.1	0	0	0	0	0	0
AT1G56110.1	1857	2611.95	2104.95	1726	1511	1713
AT1G56120.1	76.618	91.1286	84.9893	643.377	994.172	901.589
AT1G56120.2	0	9.59724	11.3436	46.1107	46.3946	0.0529572
AT1G56120.3	9.56026	45.0155	0	173.196	265.843	302.493
AT1G56130.1	7.61014	24.9542	0	30.7207	15.7268	7.76633
AT1G56130.2	0	0	0	0	0	0
AT1G56130.3	19.2866	27.0381	24.1632	25.3359	26.2441	59.0254
AT1G56140.1	285.925	310.266	222.504	517.26	510.619	521.074
AT1G56145.1	0	0	50.7387	0.00293292	80.88	0
AT1G56145.2	65.3591	79.8664	28.06	119.332	77.9826	62.0421
AT1G56145.3	34.6409	64.1336	13.2013	101.665	2.13738	131.958
AT1G56150.1	59	75	102	224	192	272
AT1G56160.1	0	0	0	1.279	0	0
AT1G56165.1	19	22	13	15.721	17	7
AT1G56170.1	87.063	51.7836	34.0906	91.1767	82.5064	93.5712
AT1G56170.2	30.3636	31.5063	80.8301	62.3062	50.4883	131.237
AT1G56180.1	212.925	255.839	210.501	248.283	189.577	232.128
AT1G56180.2	383.648	324.871	363.579	280.234	378.428	335.063
AT1G56190.1	773.933	1123.04	1221.9	870.241	1083.5	989.837
AT1G56190.2	5250.77	4416.3	5459.21	4283.89	4850.37	4596.37
AT1G56200.1	1385.49	1433.03	1255.36	1726.06	1543.97	1532.34
AT1G56200.2	618.505	624.969	710.64	174.938	250.028	274.663
AT1G56210.1	135	181	171	234	195	248
AT1G56220.1	2547.75	2574.73	2876.43	4672.01	5575.17	5650.89
AT1G56220.2	39.7425	31.5585	102.845	106.882	222.882	258.574
AT1G56220.3	44.0005	53.1851	64.2882	83.9268	116.939	121.786
AT1G56220.4	595.505	616.53	440.438	1059.18	1374.01	1602.68
AT1G56220.5	0	0	0	0	0	0
AT1G56225.1	0	0	0	0	0	0
AT1G56230.1	100.421	134.299	156.47	299.447	490.864	293.756
AT1G56230.2	151.104	57.4031	58.24	176.582	5.07683	180.899
AT1G56230.3	44.4748	94.325	57.4488	58.971	24.4903	114.311
AT1G56230.4	3.793e-4	76.9725	1.84167	2.28126e-4	17.5687	85.0339
AT1G56233.1	0	0	0	0	0	0
AT1G56240.1	21.6216	35.3363	55.6208	108.11	92.516	70.8421
AT1G56242.1	13.8527	8.24242	19.5261	53.0747	17.9851	45.3099
AT1G56250.1	22.5257	36.4212	18.8531	90.8152	86.4988	83.8481
AT1G56260.1	63.2061	66	41	54.3675	64	82.0499
AT1G56260.2	11.7939	0	0	8.63254	0	11.9501
AT1G56270.1	0	1	0	0	0	0
AT1G56280.1	4717	5080.87	4598	10468	9646.78	10356.7
AT1G56280.2	0	8.12727	0	0	8.21855	8.30112
AT1G56290.1	196.249	256.934	221.669	225.68	264.086	275.197
AT1G56300.1	124.697	139.655	76.3115	310.409	194.356	239.253
AT1G56300.2	84.0546	95.411	21.0197	693.911	246.558	319.55
AT1G56310.1	146.907	214.92	113.221	235.579	220.512	211.124
AT1G56310.2	4.96188e-8	1.13858e-8	0.0204448	4.78029e-4	9.30894	0
AT1G56320.1	20.0927	20.0795	17.7585	27.4202	25.1788	27.8764
AT1G56330.1	2166	2113	2203	2001.97	1721	1793
AT1G56340.1	1783.16	1901.89	1897.86	2700.98	1811.46	2511.39
AT1G56340.2	1340.22	1566.12	1494.59	2196.63	1630.47	1118.7
AT1G56345.1	116.073	112	103	146	143	121
AT1G56345.2	14.9274	0	0	0	0	0
AT1G56350.1	92	107	72	128	135	142
AT1G56360.1	0	0	0	0	0	0
AT1G56380.1	0	0	0	0	0	0
AT1G56380.2	0	0	0	0	0	0
AT1G56385.1	0	0	0	0	0	0
AT1G56400.1	0	0	0	0	0	0
AT1G56400.2	0	0	0	0	0	0
AT1G56410.1	1.01703	0	0	1.01281	3.03785	0
AT1G56415.1	0	0	0	0	0	0
AT1G56418.1	0	0	0	0	0	0
AT1G56418.2	0	0	0	0	0	0
AT1G56420.1	76	75	64	94	90	101
AT1G56423.1	52.6	99.1717	69.1701	68.7519	90.0552	97.3759
AT1G56423.2	280.4	237.828	319.83	356.248	355.945	395.624
AT1G56430.1	427	457	547	367	279	462
AT1G56440.1	123	9.06745e-4	103.369	268.473	219.029	114.386
AT1G56440.2	0	129.999	8.63144	2.52693	40.9713	162.614
AT1G56450.1	1487	1346	1513	1899	1583	1646
AT1G56460.1	186.425	327.1	285.586	544.458	827.941	784.552
AT1G56460.2	0	14.7672	15.4917	0	38.0326	0
AT1G56460.3	123.575	92.133	58.9227	157.542	103.026	168.448
AT1G56500.1	3275.42	3295.33	2614.73	2562.99	2819.71	2406.21
AT1G56500.2	192.414	242.387	137.382	159.515	95.0428	196.675
AT1G56500.3	87.1682	105.288	93.885	113.5	96.2424	102.115
AT1G56510.1	483.006	582.234	490.465	1229.5	1164.71	1207.08
AT1G56520.1	0.561123	5.18841e-6	1.30507e-5	2.29798e-8	1.15337e-6	0.00489131
AT1G56520.2	137.113	176.923	114.531	347.625	206.804	255.218
AT1G56520.3	4.58387e-4	89.8955	96.7531	91.1174	47.9131	117.26
AT1G56520.4	0	7.59332e-6	0	37.7789	122.248	3.71109e-4
AT1G56520.5	95.3197	67.8622	3.19135e-4	107.714	71.0844	17.4359
AT1G56530.1	0	0	0	0	0	0
AT1G56540.1	0.14421900000000001	77.0832	65.1983	119.27	0	144.997
AT1G56540.2	70.8558	0.00223706	0.0525259	62.9941	146.237	0.00277195
AT1G56550.1	1	6	5	28	21.551	47.5169
AT1G56550.2	0	0	0	0	25.5441	10.578
AT1G56553.1	0	0	0	0	0	0
AT1G56555.1	2	0	3	2	1	3
AT1G56560.1	420	428	401	526	531	506
AT1G56570.1	70.01	97	66	56.3853	45.0957	73.1514
AT1G56570.2	19.3533	0	0	20.2484	23.7439	22.0364
AT1G56580.1	1888.79	1934	2637	2364.48	2038.33	2639.04
AT1G56590.1	359	381	270	415	375	458
AT1G56600.1	43	56	62	548	710	613
AT1G56610.1	10.1884	26.6373	17.3737	18.8738	80.879	23.0999
AT1G56610.2	199.591	157.035	134.901	317.894	202.73	332.375
AT1G56610.3	0	0	0	0	23.6877	0
AT1G56612.1	9.79543	0	27.4884	16.8007	37.0577	25.2161
AT1G56612.2	38.9543	77.5675	0.437266	36.0629	19.8303	21.1672
AT1G56612.3	101.471	91.7606	71.7997	210.368	94.8151	163.141
AT1G56620.1	0	0	0	0	0	0
AT1G56630.1	0	0	0	0	0	0
AT1G56650.1	82	56	44	539.477	565	260
AT1G56660.1	24.579	57.5389	77.324	105.306	262.231	107.166
AT1G56660.2	23.421	18.4611	41.676	69.6944	111.769	52.8341
AT1G56670.1	166.043	153.36	117	176.247	152	114.006
AT1G56670.2	14.3189	19.6398	0	10.7532	0	17.9936
AT1G56680.1	1	2	1	1	0	0
AT1G56680.2	0	0	0	0	0	0
AT1G56690.1	22	42	17	28	26	22
AT1G56700.1	238.513	143.278	190.547	355.234	374.939	323.598
AT1G56700.2	172.924	282.86	212.453	337.693	297.548	296.173
AT1G56700.3	0.535896	116.811	3.82913e-4	49.7855	47.3056	132.229
AT1G56700.4	0	0	0	33.241	63.0752	0
AT1G56710.1	22.0265	20.051	14	78.0465	73.133	61
AT1G56720.1	25.226	0	15.438	14.2511	0	19.5846
AT1G56720.2	116.554	184.878	111.841	110.928	167.605	125.204
AT1G56720.3	75.4893	44.1219	75.7215	74.8212	98.3948	133.211
AT1G56720.4	18.731	0	0	0	0	0
AT1G56730.1	0	0	0	0	0	0
AT1G56740.1	0	0	0	0	0	0
AT1G56750.1	0	0	0	0	0	0.0294118
AT1G56760.1	0	0	0	0	0	0
AT1G56770.1	0	0	0	0	0	0
AT1G56780.1	0	0	0	0	0	0.0294118
AT1G56790.1	0	0	0	0	0	0
AT1G56800.1	0	0	0	0	0	0
AT1G56810.1	0	0	0	0	0	0.0294118
AT1G56820.1	0	0	0	0	0	0
AT1G56830.1	0	0	0	0	0	0
AT1G56840.1	0	0	0	0	0	0.0294118
AT1G56850.1	0	0	0	0	0	0
AT1G56860.1	0	0	0	0	0	0.0294118
AT1G56870.1	0	0	0	0	0	0.0294118
AT1G56880.1	0	0	0	0	0	0
AT1G56890.1	0	0	0	0	0	0
AT1G56900.1	0	0	0	0	0	0.0294118
AT1G56910.1	0	0	0	0	0	0
AT1G56920.1	0	0	0	0	0	0.0294118
AT1G56930.1	0	0	0	0	0	0.0294118
AT1G56940.1	0	0	0	0	0	0
AT1G56950.1	0	0	0	0	0	0.0294118
AT1G56960.1	0	0	0	0	0	0.0294118
AT1G56970.1	0	0	0	0	0	0
AT1G56980.1	0	0	0	0	0	0.0294118
AT1G56990.1	0	0	0	0	0	0
AT1G57000.1	0	0	0	0	0	0
AT1G57010.1	0	0	0	0	0	0.0294118
AT1G57020.1	0	0	0	0	0	0.0294118
AT1G57030.1	0	0	0	0	0	0
AT1G57040.1	0	0	0	0	0	0.0294118
AT1G57050.1	0	0	0	0	0	0.0294118
AT1G57060.1	0	0	0	0	0	0
AT1G57070.1	0	0	0	0	0	0.0294118
AT1G57080.1	0	0	0	0	0	0.0294118
AT1G57090.1	0	0	0	0	0	0
AT1G57100.1	0	0	0	0	0	0.0294118
AT1G57110.1	0	0	0	0	0	0.0294118
AT1G57120.1	0	0	0	0	0	0
AT1G57130.1	0	0	0	0	0	0.0294118
AT1G57140.1	0	0	0	0	0	0.0294118
AT1G57150.1	0	0	0	0	0	0
AT1G57160.1	0	0	0	0	0	0
AT1G57170.1	0	0	0	0	0	0.0294118
AT1G57180.1	0	0	0	0	0	0
AT1G57190.1	0	0	0	0	0	0
AT1G57200.1	0	0	0	0	0	0.0294118
AT1G57210.1	0	0	0	0	0	0
AT1G57220.1	0	0	0	0	0	0
AT1G57230.1	0	0	0	0	0	0.0294118
AT1G57240.1	0	0	0	0	0	0
AT1G57250.1	0	0	0	0	0	0
AT1G57260.1	0	0	0	0	0	0.0294118
AT1G57270.1	0	0	0	0	0	0
AT1G57280.1	0	0	0	0	0	0
AT1G57290.1	0	0	0	0	0	0
AT1G57300.1	0	0	0	0	0	0
AT1G57310.1	0	0	0	0	0	0
AT1G57320.1	0	0	0	0	0	0.0294118
AT1G57330.1	0	0	0	0	0	0
AT1G57340.1	0	0	0	0	0	0
AT1G57350.1	0	0	0	0	0	0
AT1G57360.1	0	0	0	0	0	0
AT1G57370.1	0	0	0	0	0	0
AT1G57380.1	0	0	0	0	0	0.0294118
AT1G57390.1	0	0	0	0	0	0
AT1G57400.1	0	0	0	0	0	0
AT1G57410.1	0	0	0	0	0	0
AT1G57420.1	0	0	0	0	0	0
AT1G57430.1	0	0	0	0	0	0.0294118
AT1G57440.1	0	0	0	0	0	0.0294118
AT1G57450.1	0	0	0	0	0	0
AT1G57460.1	0	0	0	0	0	0
AT1G57470.1	0	0	0	0	0	0.0294118
AT1G57480.1	0	0	0	0	0	0
AT1G57490.1	0	0	0	0	0	0.0294118
AT1G57500.1	0	0	0	0	0	0.0294118
AT1G57510.1	0	0	0	0	0	0
AT1G57520.1	0	0	0	0	0	0
AT1G57530.1	0	0	0	0	0	0.0294118
AT1G57540.1	34.2566	16.3246	17.0299	28.7125	18.9173	27.7895
AT1G57540.2	62.2693	76.7481	71.9701	131.763	83.0827	100.995
AT1G57540.3	12.4742	14.9273	0	14.5243	0	9.21552
AT1G57550.1	0	0	0	0	0	0
AT1G57560.1	6.12962	0	0	28.3561	45.7592	38
AT1G57560.2	11.8704	29	21	48.6439	4.24079	0
AT1G57565.1	0	0	0	0	0	0
AT1G57570.1	3	0	1	1	0	0
AT1G57580.1	0	0	0	0	0	0
AT1G57590.1	41	51	20	185	300	133
AT1G57600.1	2.39248	0	0	0	10.6697	0
AT1G57600.2	5.21617	0	0	0	10.6961	0
AT1G57600.3	68.7382	87.2808	46.7546	131.481	80.4113	132.299
AT1G57600.4	128.653	127.719	105.245	150.519	175.223	125.701
AT1G57610.1	328.434	359.316	281.157	249.516	246.761	275.291
AT1G57610.2	0	0	0	2.26403	0	0
AT1G57610.3	313.367	265.684	331.843	227.013	218.239	238.709
AT1G57610.4	0	0	0	0	0	0
AT1G57613.1	0	0	0	0	0	0
AT1G57620.1	190	216	193	336	284	293
AT1G57630.1	14	8	7	153	91	71
AT1G57650.1	0	0	0	0	0	0
AT1G57650.2	0	0	0	0	0	0
AT1G57650.3	0	0	0	0	0	0
AT1G57650.4	1	0	0	3	4	10
AT1G57660.1	3516.71	3226.01	3285.35	1791.38	1629.48	1752.03
AT1G57670.1	0	2	0	3	0	1
AT1G57680.1	306.271	213.244	261.293	285.707	481.837	319.042
AT1G57680.2	1490.9	1280.58	1280.71	1506.26	1651.71	1718.97
AT1G57680.3	9.82818	9.17437	0	33.0326	28.4532	28.9877
AT1G57690.1	0	0	0	0	0	0
AT1G57700.1	122	141	101	215	172	208
AT1G57720.1	443.965	327.679	561.284	426.387	228.263	258.775
AT1G57720.2	4653.93	4492.88	5278.23	3620.12	3307.92	3701.63
AT1G57730.1	1	0	1	0	0	1
AT1G57750.1	0	0	0	8.52915	47	25.6646
AT1G57750.2	4	4	7	11.4709	1.57501e-6	14.3354
AT1G57760.1	0	0	0	0	0	0
AT1G57765.1	60.1695	59.3838	58.1838	92.1255	67.4582	94.0858
AT1G57765.2	125.83	117.028	94.2202	149.875	184.542	169.35
AT1G57770.1	2303	2100	1931	1669	1611	1152
AT1G57775.1	0	0	0	0	0	0
AT1G57777.1	0	0	0	0	0	0
AT1G57780.1	0	0	1	0	1	0
AT1G57790.1	119	119	82	106	122	111
AT1G57800.1	0	0	0	0	1.01993	0
AT1G57800.2	0	0	0	0	2.20299e-5	0
AT1G57820.1	3.50301	6.43977	4.52817	0.0417848	2.65239	2.82527
AT1G57820.2	579.661	654.54	699.154	606.732	543.692	639.813
AT1G57820.3	122.553	210.02	160.13	260.106	126.645	183.362
AT1G57830.1	0	0	0	0	0	0
AT1G57835.1	0	0	0	0	0	0
AT1G57850.1	0	1	0	0	1.56318	0
AT1G57850.2	0	0	1	0	2.43682	1
AT1G57850.3	0	0	0	6	0	0
AT1G57860.1	1423.99	1419.41	1385.23	646.203	575.828	726.616
AT1G57870.1	21.5794	123.781	107.323	1.01908e-7	81.3312	128.222
AT1G57870.2	351.118	302.068	258.637	718.26	671.593	715.39
AT1G57870.3	134.278	60.9398	50.3173	206.994	140.458	87.7127
AT1G57870.4	12.4477	38.6073	41.7229	28.7459	82.9941	41.6755
AT1G57906.1	0	0	0	0	0	0
AT1G57943.1	0	0	0	0	0	0
AT1G57943.2	1.09965	3.10496	6.59924	10.2577	2.12136	7.27016
AT1G57980.1	107.088	92.201	76.0457	160.716	210.928	201.426
AT1G57990.1	479.812	561.694	721.355	2341.03	2590.95	1722.3
AT1G58007.1	2.36019	1.99404	0	0	4	1.86263
AT1G58007.2	0	0	5	14	0	4.32331
AT1G58007.3	0	0	0	0	0	4.81405
AT1G58007.4	1.63981	3.00596	0	0	0	0
AT1G58025.1	105.509	239.209	0.280516	203.549	283.063	234.292
AT1G58025.2	0	0	0	0	0	0
