Transcript	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT3G17265.1	1	3	1	1	1	3
AT3G17270.1	2	2	3	3	8	5
AT3G17280.1	11	34.493	11	14.3256	36.5975	25.5352
AT3G17280.2	0	1.507	0	17.6744	0.40254	10.4648
AT3G17300.1	174.132	175.05	138.156	220.095	154.344	205.567
AT3G17300.2	4.84619	24.9495	0	5.90485	14.0152	9.08302
AT3G17300.3	15.0216	0	18.8437	0	4.64095	27.1278
AT3G17310.1	178.473	67.6066	260.356	252.782	280.29	285.054
AT3G17310.2	120.973	260.63	63.7546	168.985	46.5596	116.101
AT3G17310.3	133.555	154.763	90.8892	164.233	182.151	217.067
AT3G17320.1	1	0	0	2	0	0
AT3G17330.1	128.557	68.1755	131.347	22.0229	20.203	103.143
AT3G17330.2	178.002	162.372	201.647	350.222	250.144	157.242
AT3G17330.3	550.279	672.363	580.888	692.242	580.568	621.535
AT3G17340.1	292.684	340.368	324.931	486.467	402.01	329.685
AT3G17340.2	313.316	300.632	203.069	295.533	287.99	471.315
AT3G17350.1	146.762	183.13	130.927	114.893	119.118	75.9955
AT3G17350.2	147.238	106.87	166.073	118.107	108.882	143.005
AT3G17360.1	6.86493e-4	212.933	0	38.854	1.08788	275.369
AT3G17360.2	3.63375e-5	84.935	87.8712	108.031	6.4068e-4	0.00163639
AT3G17360.3	158.999	10.132	68.1288	117.115	265.911	5.62981
AT3G17365.1	72.1127	73.0742	56.8905	145.488	88.4454	126.117
AT3G17365.2	18.8873	16.9258	7.10945	19.5123	24.5546	9.88303
AT3G17370.1	0	0	0	1	0	0
AT3G17380.1	43	42	42	78	53	66.0158
AT3G17390.1	8217.65	7604.29	9142.38	9033.11	8864.94	8181.94
AT3G17400.1	0	0	0	0	0	1
AT3G17410.1	1014.06	917.049	930.327	1884.52	2061.74	1918.7
AT3G17410.2	44.9377	27.7525	25.2263	48.7103	26.6397	27.0318
AT3G17420.1	82	109	91	213	172	170
AT3G17430.1	451.569	492.264	415.387	517.499	516.678	466.576
AT3G17430.2	27.431	47.736	10.0014	25.2753	9.32204	60.7938
AT3G17440.1	191.825	152.903	132.94	170.656	233.284	179.057
AT3G17440.2	400.175	419.097	444.06	377.344	417.716	481.943
AT3G17450.1	0	104.111	113.865	0	151.985	75.026
AT3G17450.2	283	230.889	165.135	419	195.015	361.974
AT3G17460.1	98	90	83	74	75	98
AT3G17465.1	712	667	670	572	460	525
AT3G17470.1	498.219	394.157	376.804	410.123	609.715	426.571
AT3G17470.2	2.85176e-4	5.33815e-6	6.15537e-5	3.92707e-5	1.04947e-4	4.44234e-5
AT3G17470.3	77.7804	214.843	73.1957	97.8774	102.285	129.429
AT3G17480.1	0	0	0	0	0	0
AT3G17490.1	0	0	0	0	0	0
AT3G17500.1	0	0	0	0	0	0
AT3G17500.2	0	0	0	0	0	0
AT3G17510.1	2078.99	2581.11	2232.62	936.978	1086	1108.37
AT3G17510.2	28.0144	19.7968	29.302	25.8389	0	17.6284
AT3G17520.1	1	2	1	1	3	5
AT3G17530.1	0	0	0	0	0	0
AT3G17540.1	1	2	6	2	4	2
AT3G17550.1	0	0	0	0	0	0
AT3G17560.1	0	0	0	0	0	0
AT3G17570.1	1	1	1	3	3	4
AT3G17580.1	16	7.03645	14.0567	10.0466	12	9
AT3G17590.1	0.00400635	0.483728	64.105	83.5873	54.5424	39.6253
AT3G17590.2	165.984	126.182	133.832	224.413	201.458	263.375
AT3G17590.3	50.012	95.3338	0.0627233	0	0	0
AT3G17600.1	2	1	1	1	1	1
AT3G17609.1	144.301	163.083	205.555	57.4907	97.7435	76.7981
AT3G17609.2	93.9693	128.987	153.19	39.7305	52.2366	66.0435
AT3G17609.3	60.4332	87.5505	89.4248	19.131	45.5108	39.3862
AT3G17609.4	31.2966	33.3792	41.8304	4.6478	3.50905	13.7722
AT3G17611.1	9.1344e-8	0	50.435	7.59811	0	0
AT3G17611.2	71.5803	85.8122	77.4752	94.1867	64.0131	62.5634
AT3G17611.3	30.4197	35.1878	22.0898	28.2152	47.9869	39.4366
AT3G17620.1	0	0	0	0	0	0
AT3G17626.1	53	46	40	42	62	51.9374
AT3G17630.1	0	33.4686	12.671	0	0	15.9361
AT3G17630.2	63.7454	46.2073	41.0048	83	76	74.0179
AT3G17640.1	653	603	818	290	313	332
AT3G17650.1	1426.64	1560.19	1004.07	1390.54	1121.38	1571.7
AT3G17650.2	167.285	0.65753	568.061	129.495	463.439	135.385
AT3G17655.1	5.90619	7.09189	6.78219	7.96094	12.0235	11.8215
AT3G17660.1	0	0	0	0.00205115	0	0
AT3G17660.2	0	0	0.658205	0	22.7206	2.20475
AT3G17660.3	22.7201	24.6224	27.436	7.96605	0	0
AT3G17660.4	0	9.39401	0	0	0	14.176
AT3G17660.5	16.2799	9.98364	7.90583	25.0319	14.2794	24.6192
AT3G17668.1	108.798	131.369	113	115.006	129	89.5515
AT3G17668.2	7.20152	7.631	0	9.99423	0	12.4485
AT3G17670.1	189.742	191	171	222	200	213
AT3G17670.2	7.25826	0	0	0	0	0
AT3G17675.1	0	1	0	0	0	0
AT3G17680.1	161.755	160.002	160.924	152.347	85.838	177.28
AT3G17680.2	68.0262	101.296	72.1935	43.8063	92.7808	110.363
AT3G17680.3	4.21833	14.7017	29.8821	27.846800000000002	21.3812	4.35686
AT3G17690.1	0	21.3582	30.3095	28.6334	0	0
AT3G17690.2	32.1639	6.70573	0	28.6916	22.1036	41.3907
AT3G17690.3	0	0	0	0	0	0
AT3G17700.1	360.513	266.667	242.428	684.549	1038.71	1173.47
AT3G17700.2	8.3227	156.269	28.2621	342.126	252.189	200.137
AT3G17710.1	62	57	48	93	73	71
AT3G17712.1	0	22.8268	0	20.8776	15.2385	26.1505
AT3G17712.2	0	31.1417	23.6712	19.7633	27.2351	10.6921
AT3G17712.3	50.348	8.39822	23.7219	80.1049	48.7968	84.6671
AT3G17717.1	56	52	27	77	83	65
AT3G17720.1	1	1	1	0	0	2
AT3G17730.1	43.0018	45	58.0027	61	45	76
AT3G17740.1	379.652	398.633	262.607	476.254	482.73	451.49
AT3G17750.1	637	732	626	794	778.981	811
AT3G17760.1	1.39298	2.78062	1	4.18739	3	4.15671
AT3G17760.2	1.02739e-6	7.78744e-8	1.01429e-8	2.10096e-7	1.57331e-7	7.30229e-8
AT3G17765.1	2.60702	0.219378	0	0.812609	0	0.843294
AT3G17770.1	910	893.577	791.167	925.371	835	955
AT3G17780.1	461	512	473	552	461	555
AT3G17790.1	328.372	286.442	278.907	450.136	273.265	322.742
AT3G17800.1	2238.25	2095.16	2176.83	3302.46	2611.59	2419.61
AT3G17800.2	0	50.0084	0	2.32548e-8	33.8387	1.21977e-7
AT3G17810.1	871	886	737	2099	1618	1515
AT3G17820.1	500.332	567.474	657.072	1255.89	829.289	991.356
AT3G17830.1	276	286	213	171	171	188
AT3G17840.1	894.804	926	1229.83	1035.28	820.397	1118
AT3G17850.1	1192.73	1384	1259	1786.62	1790	1882.01
AT3G17860.1	337.828	408	356.396	432.467	479.718	356.035
AT3G17860.2	0	0	0	0	0	0
AT3G17860.3	3.1716	0	0	3.53315	3.28195	4.56159
AT3G17860.4	0	0	8.60355	0	0	33.4036
AT3G17880.1	355	239.542	209.684	569.817	457.218	538.418
AT3G17880.2	8.54429e-5	136.458	120.316	62.1834	183.782	121.582
AT3G17890.1	31.9823	48.0572	41.5427	4.67152	4.17975	28.8743
AT3G17890.2	20.3982	16.9428	19.1782	20.1657	27.5367	26.4469
AT3G17890.3	13.6196	0	0.0138508	37.1628	26.67	7.01372
AT3G17900.1	96.8164	62.3304	116.172	274.843	173.046	91.8828
AT3G17900.2	712.184	817.67	681.828	995.157	979.954	1115.12
AT3G17910.1	118	121	103	149	154	228
AT3G17920.1	0.168946	7.54719e-6	149.174	357.887	114.348	81.9565
AT3G17920.2	55.883	54.7217	1.43613e-7	41.1005	77.893	0
AT3G17920.3	185.948	238.278	35.8263	0.0130073	230.759	353.043
AT3G17930.1	2108	2489	1774	2370	2664	2406
AT3G17940.1	723	781	687	1134	955	987
AT3G17950.1	41.3557	37.6165	74.3961	130.086	92.185	123.402
AT3G17950.2	155.57	155.525	133.902	241.914	225.886	242.014
AT3G17950.3	14.0748	11.8583	24.7019	0	8.92888	19.5842
AT3G17970.1	327.752	341.406	182.717	299.486	201.79	303.568
AT3G17970.2	681.248	669.594	730.283	567.514	450.21	435.432
AT3G17980.1	2	0	2	3	1	0
AT3G18000.1	2069.08	2144.36	1426.08	1715.73	1322.64	1447.76
AT3G18010.1	73	71	121	55	60	58
AT3G18020.1	44	61	41	73	53	55
AT3G18030.1	182	193	178	226	169	212
AT3G18035.1	1868.17	1991.76	2462.11	2884.92	2477.35	3097.69
AT3G18035.2	427.829	376.817	280.886	231.629	346.646	334.491
AT3G18040.1	293.027	350.529	184.928	238.633	296.374	229.949
AT3G18040.2	11.3098	0.227615	0	34.4495	28.081	52.604
AT3G18040.3	31.2166	60.0057	0	27.7207	1.59819e-5	0
AT3G18040.4	228.447	196.475	262.128	323.197	286.564	284.603
AT3G18040.5	1.10636e-4	11.7629	0	0	0	0
AT3G18050.1	3290	3216.2	3633.25	2824	2863	2823
AT3G18060.1	1636	1485	1519	1809	1688	1649
AT3G18070.1	0	0	0	0	0	0
AT3G18070.2	14.2291	4.59921	0	20.9585	4.4405	0
AT3G18070.3	36.327	31.2402	20.8245	0.765056	15.4386	34.1686
AT3G18070.4	0	1.45768	0	20.2671	18.4149	0
AT3G18070.5	0	0	0	0	0.076178	0
AT3G18070.6	17.2025	10.8753	0	7.43927	15.7002	11.7216
AT3G18070.7	16.4819	35.1592	17.2703	29.6757	11.077	25.2145
AT3G18080.1	4448.76	5120.67	3337.91	9294.89	6130.85	8098.9
AT3G18090.1	96.2481	96.5196	56.37	136.476	91.5988	22.9821
AT3G18090.2	1.11229e-7	5.6944e-5	8.1262e-7	0.0974582	3.00864	9.80208
AT3G18090.3	164.287	239.715	149.611	214.587	148.793	252.72
AT3G18100.1	0	0	0	65.7226	0	0.180381
AT3G18100.2	49.891	104.62	64.1204	141.308	172.501	125.696
AT3G18100.3	0	2.3142e-6	0	0.133185	3.51642	3.00758e-6
AT3G18100.4	41.2602	61.042	0	0	44.6361	68.992
AT3G18110.1	924.849	1055.34	853.88	915.836	813.346	862.132
AT3G18120.1	0	0	0	0	0	0
AT3G18130.1	1761.19	1452.18	1697.81	1020.51	883.247	1060.23
AT3G18140.1	843.182	981.897	585.926	1194.23	1257.27	1047.2
AT3G18140.2	26.8185	67.1033	89.0741	133.773	70.3696	324.799
AT3G18150.1	0	0	0	0	0	0
AT3G18160.1	156.705	143.584	127.861	282.135	243.957	158.433
AT3G18160.2	0.00339338	99.0484	84.5308	150.806	151.043	156.63
AT3G18160.3	176.292	192.368	85.1952	121.059	0	135.937
AT3G18165.1	689	718	648	722	629	675
AT3G18170.1	30.382	42.0754	45.2707	69.5739	57.1691	74.3954
AT3G18170.2	23.9294	9.04072	40.2467	118.914	69.7142	94.8157
AT3G18180.1	0	0	0	0	0	0
AT3G18190.1	1507	1513	1733	1467	1198	1413
AT3G18200.1	1	4	6	0	0	0
AT3G18200.2	0	0	0	2	0	0
AT3G18210.1	270.974	278.158	207.682	276.846	196.693	183.302
AT3G18210.2	199.026	173.842	191.318	238.154	239.307	323.698
AT3G18215.1	392.816	427	360	421.56	399.975	394.992
AT3G18215.2	5.18425	0	0	23.4402	15.0252	17.0075
at3g18217	58	54	52	54	59	96
AT3G18220.1	0	0	0	0	0	0
AT3G18230.1	519	506	641	848	691	706
AT3G18235.1	1	1.02019	0	0	0	0
AT3G18240.1	148.165	189.273	170.427	207.393	130.681	150.331
AT3G18240.2	241.842	224.774	299.775	235.972	192.545	210.811
AT3G18250.1	8	13	24	36	29	46
AT3G18260.1	28	23	37	41	19	36
AT3G18270.1	467	476	385	639	520	578
AT3G18280.1	399.227	537	578.25	588	315	539
AT3G18280.2	2.77313	0	2.7499	0	0	0
AT3G18282.1	1.0203	0	1.01085	1.01176	1.01859	1.02752
AT3G18290.1	1437	1508	1048	1203	1217	1701
AT3G18291.1	0	0	0	0	0	0
AT3G18295.1	270.531	267.556	308.529	445.965	388.853	328.313
AT3G18300.1	9.35814	15.3449	11.6987	38.1767	25.6206	26.7056
AT3G18300.2	18.1108	29.5214	16.7721	19.8585	28.5265	18.9818
AT3G18310.1	138	152	161	222	198	206
AT3G18320.1	91.8833	138.027	79.5421	49.3631	78.2088	63.9182
AT3G18330.1	5	3	15	6	9	4
AT3G18340.1	0	0	0	0	0	0
AT3G18350.1	214.524	204	186.92	299.886	307.37	315.292
AT3G18350.2	21.4757	0	24.0801	0	21.6298	0
AT3G18350.3	0	0	1.45475e-7	18.1139	0	50.6666
AT3G18360.1	4	2	6	7	15	11.0414
AT3G18362.1	0	0	0	1	1	0
AT3G18362.2	1	0	0	0	0	0
AT3G18370.1	810	943	745	2461	2413	2596
AT3G18380.1	195.412	181.257	210.123	180.126	174.155	204.468
AT3G18380.2	0	0	0	0	0	0
AT3G18380.3	103.588	113.743	108.877	146.874	122.845	151.532
AT3G18390.1	3688.02	5337	3487	3722	4480.56	4089.91
AT3G18400.1	15	12	18	15	7	6
AT3G18410.1	1404.38	1359.75	1312.6	1458.55	1349.07	1518.51
AT3G18410.2	13.2131	15.7733	10.3981	15.4876	13.537	25.0973
AT3G18420.1	779	832	778	709	531	673
AT3G18430.1	297.181	256.028	195.897	327.436	305.073	323.732
AT3G18430.2	19.819	48.9157	15.2919	7.75767	24.1019	32.268
AT3G18430.3	0	0.0559451	45.8107	15.8067	34.8246	0
AT3G18440.1	442	456	361	766	548	610
AT3G18450.1	0	0	0	0	0	1
AT3G18460.1	0	0	0	0	0	0
AT3G18470.1	0	0	0	0	0	0
AT3G18480.1	422	560	421	763	831	765
AT3G18485.1	29	23	37	40	40	51
AT3G18490.1	4115	4018	5259	6824	6370	6917
AT3G18500.1	337.443	254.115	100.662	332.271	358.502	304.576
AT3G18500.2	2.03013e-8	86.2091	20.5319	0.271701	17.1147	47.5454
AT3G18500.3	135.058	264.432	81.8531	331.304	213.024	255.908
AT3G18500.4	318.498	312.244	330.953	470.154	506.36	326.971
AT3G18510.1	28	38	31	25	22	27
AT3G18518.1	0	0	0	1	0	0
AT3G18520.1	350.26	535.04	193.614	628.13	418.499	442.179
AT3G18520.2	175.74	2.58346	326.065	2.65858	74.6662	121.821
AT3G18520.3	0	0	12.3202	13.2114	18.5365	0
AT3G18520.4	0	25.3764	0	0	0	0
AT3G18524.1	174.191	260.269	168.312	251.7	170.19	264.491
AT3G18530.1	0	0	8.74964	1.07422	0.3445	22.454
AT3G18530.2	4.58559e-7	23.4873	0	7.9377	10.3322	8.72707e-8
AT3G18530.3	6.05195	0	0	8.83023	11.9714	6.00598
AT3G18535.1	394.929	244.57	427.422	378.646	342.048	312.138
AT3G18535.2	191.116	14.3387	79.9121	86.5415	39.176	121.665
AT3G18535.3	92.7635	338.823	319.738	253.864	280.507	313.563
AT3G18550.1	0	0	0	0	0	0
AT3G18550.2	0	0	0	0	0	12.1577
AT3G18550.3	1.48825	0	4.44229	4.35379	0	6.35023
AT3G18550.4	3.51175	7	0.557709	7.64621	8	17.4921
AT3G18560.1	91	82	128	164	180	203
AT3G18570.1	2	1	1	3	2	2
AT3G18580.1	136	147	146	186	120	136
AT3G18590.1	1	0	1	0	2	0
AT3G18600.1	784	855	704	561	429	539
AT3G18610.1	8.13116	0	0	0	6.29053	11
AT3G18610.2	4.87052	13.0018	7	17.0026	8.70947	0
AT3G18610.3	0	0	0	0	0	0
AT3G18620.1	102	110.563	88	130	144.463	135
AT3G18630.1	87	90.4366	79	73	49.5371	76
AT3G18640.1	273.784	454.447	245.402	553.835	628.436	388.418
AT3G18640.2	10.091	20.205	0	12.013	0	21.788
AT3G18640.3	111.759	77.5599	185.598	80.9647	9.61739	242.411
AT3G18650.1	0	0	0	0	0	0
AT3G18660.1	39.9014	22.884	34.931	46.6191	19.5185	39.4509
AT3G18660.2	0	12.0816	0	23.3211	11.43	11.4896
AT3G18660.3	0.098566	0.0343841	0.0689572	0.0598573	0.0514782	0.0595379
AT3G18670.1	3.78859	0	7.31202	13.6582	9.97816	0
AT3G18670.2	16.2114	17	16.688	22.3418	22.0218	40
AT3G18680.1	2560.72	2448.59	2337.76	1424.86	1369.24	1254.12
AT3G18680.2	107.631	100.952	102.018	104.925	119.622	164.937
AT3G18690.1	78.0194	80.8433	110.731	302.574	269.385	198.856
AT3G18700.1	0	0	0	0	0	0
AT3G18710.1	245	271	245	288	235	267
AT3G18715.1	7	9	8	9	5	16
AT3G18720.1	0	0	0	0	0	2
AT3G18730.1	98	121	89	114	114	172
AT3G18740.1	4602	4392	4600	2638	2791	2999
AT3G18750.1	111.144	328.55	178.243	93.6867	189.258	132.779
AT3G18750.2	0	22.2685	0	10.9805	0	0
AT3G18750.3	280.976	242.023	171.598	180.309	127.112	165.831
AT3G18750.4	9.99689	0	29.7314	20.7154	10.4434	31.2581
AT3G18750.5	0.141458	0.133082	0	120.367	6.72864e-5	0.0403937
AT3G18750.6	252.742	196.026	243.427	39.9415	188.186	212.091
AT3G18760.1	182.452	128.983	157.9	135.252	127.666	95.3886
AT3G18760.2	101.548	147.017	74.1003	104.748	99.3337	119.611
AT3G18770.1	160.355	194	144.309	321	309	318.838
AT3G18773.1	329.857	292.466	221.201	169.846	253.449	282.172
AT3G18775.1	77.1429	59.5338	29.7987	43.1541	64.5512	58.8284
AT3G18780.1	14.1961	12.2694	17.6036	98.5306	15.3611	27.0098
AT3G18780.2	9943.04	8898.39	11254.8	8633.6	9368.51	9537.28
AT3G18780.3	62.5126	125.578	59.6007	77.0504	106.59	133.575
AT3G18790.1	367	489	431	469	436	463
AT3G18800.1	440	412	420	335	314	330
AT3G18810.1	0	1	0	0	1	1
AT3G18815.1	0.2	0	0.2	0	0	0
AT3G18820.1	1197	1266.6	1112	1714.56	1706	1544.68
at3g18827	0	0	0	0	0	0
AT3G18830.1	916	1064	1097	2256	2143	2801
AT3G18840.2	0	8.9317	4.65422	0	0	5.8762
AT3G18840.3	2	0.068301	0.34577599999999997	20	4	2.1238
AT3G18850.1	92.0201	57.6337	99.7831	187.981	175.393	157.861
AT3G18850.2	49.2137	20.7493	0	57.41	18.2449	31.807
AT3G18850.3	91.881	133.196	143.749	64.3099	33.9136	104.346
AT3G18850.4	0	0	0	0	12.6952	0
AT3G18850.5	0.00332055	0	6.04915e-6	0	0	0
AT3G18850.6	92.8818	118.421	63.468	99.2989	71.7536	133.986
AT3G18860.1	853.306	867.702	764.552	1129.09	1011.35	1012.01
AT3G18860.2	0	0	0	0	0	0
AT3G18870.1	214.266	228.054	246.838	181.961	171.231	170.595
AT3G18880.1	17.0748	36	18	48.5072	43	41
AT3G18880.2	2.92521	0	0	3.49284	0	0
AT3G18890.1	8412	8222	6582	5274	5403	4491
at3g18895	0	0	0	0	0	0
AT3G18900.1	4.85121	8.91107	15.6674	0	4.5828	12.302
AT3G18900.2	0	0	0	0	0	0
AT3G18900.3	9.65939e-7	0	2.34191e-7	6.86161	1.67247e-6	19.3378
AT3G18900.4	2.45347e-5	23.1715	1.23078e-6	44.2116	4.17626e-5	0
AT3G18900.5	10.2433	0	0	0	36.5529	0
AT3G18900.6	13.9055	16.9174	18.3326	11.9268	0.86423	32.3601
AT3G18905.1	0	0	0	0	0	0
AT3G18910.1	141	195	146	163	163	207
AT3G18915.1	34.2739	24.9987	22.9524	53.5078	53.2434	80.9293
AT3G18930.1	56.5951	56.8422	50.5671	127.373	96.1373	81.0602
AT3G18930.2	105.131	95.1591	145.481	258.119	215.619	265.037
AT3G18930.3	0	0	0	0	5.33001e-8	23.9738
AT3G18940.1	228	224	209	251	208	221
AT3G18950.1	248	252	361	308	220	200
AT3G18952.1	0	0	0	0	0	0
AT3G18957.1	0	0	0	0	0	0
AT3G18960.1	43.9303	42.1699	50.225	73.9415	48.6337	110.336
AT3G18960.2	0	0	0	8.47345	5.75532	0
AT3G18960.3	33.2764	56.2017	49.7426	63.5681	37.3475	35.784
AT3G18970.1	90.1076	88.7811	78.0162	54.5973	53.9917	64.9286
AT3G18980.1	181.964	203.371	249.962	314.758	294.779	333.025
AT3G18980.2	665.036	628.629	427.038	575.242	745.221	705.975
AT3G18990.1	394.014	383.216	379.732	678.194	567.258	590.623
AT3G18990.2	0	0	11.7753	0	5.15889	4.99687
AT3G19000.1	323.44	274.159	272.883	265.768	156.074	257.739
AT3G19000.2	340.577	442.077	268.89	201.815	337.051	172.949
AT3G19002.1	12.9827	2.76366	9.22764	17.4168	5.87517	12.3121
AT3G19010.1	442.027	199.758	344.526	782.053	145.493	1269.6
AT3G19010.2	256.328	398.479	266.099	1429.51	1646.58	1150.99
AT3G19010.3	0.00622865	253.722	0.374619	156.833	944.486	335.125
AT3G19010.4	2.63893	0.0406442	6.02372e-4	3.60775	0.439011	1.28779
AT3G19020.1	169	167	182	278	231	254
AT3G19020.2	0	0	0	0	0	0
AT3G19030.1	317	514	733	380	375	156
AT3G19035.1	0	0	0	0	0	0
AT3G19040.1	12	13.0281	6	0	7	4.0033
AT3G19040.2	3.66775e-6	2.17385e-7	1.06851e-6	10.0088	1.82095e-6	6.30506e-7
AT3G19050.1	194	439	207	348	379	422
AT3G19055.1	0	0	0	0	0	0
AT3G19070.1	0	0	0	0	0	0
AT3G19080.1	6.00518e-5	0	2.61236	30.9652	56.5942	0
AT3G19080.2	0	0	18.8476	0	33.0443	20.2987
AT3G19080.3	155.588	0	0.0121975	3.46809e-7	0	106.231
AT3G19080.4	15.412	207	147.528	125.035	75.3616	31.4698
AT3G19085.1	0	0	0	0	0	0
AT3G19085.2	0	0	0	0	0	0
AT3G19090.1	0	0	0	0	1	2
AT3G19090.2	0	0	0	1	0	0
AT3G19100.1	577.483	722	615.245	734	591	761.536
AT3G19120.1	440	451	594	597	448	629
AT3G19130.1	906.729	871.701	957.961	1133.83	904.155	936.348
AT3G19140.1	0	1	0	1	0	0
AT3G19150.1	88.8479	129.287	130.912	130.695	154.982	120.59
AT3G19150.2	14.6994	7.2855	12.9321	26.4911	20.0861	9.16525
AT3G19150.3	36.4527	26.4275	16.1563	49.8137	33.9321	33.245
AT3G19160.1	0	0	0	0	0	0
AT3G19170.1	2085.17	2157.43	1663.8	1383.34	1768.64	955.578
AT3G19170.2	5990.74	5978	5204.42	5029.34	5742.26	4572.45
AT3G19180.1	154.664	162.567	38.4354	234.438	160.1	152.152
AT3G19180.2	279.336	314.433	347.565	221.562	331.9	344.848
AT3G19184.1	6	9	10	13.6975	11.1995	9
AT3G19184.2	0	0	0	2.30249	2.80045	0
AT3G19190.1	0	0	0	0	0	0
AT3G19190.2	100.746	317.348	2.29805e-8	0.00790686	167.047	108.323
AT3G19190.3	383.254	221.652	338	1081.99	1074.95	1176.68
AT3G19200.1	15	29	17	19	9	16
AT3G19210.1	88	115	75.1785	107.986	107	139.807
AT3G19210.2	0	0	0	0.0142393	0	6.19282
AT3G19210.3	1.54214e-6	0	1.82154	0	0	0
AT3G19220.1	374.975	367	342	359	342	366
AT3G19230.1	29.0252	21	23	48	49	22
AT3G19235.1	0	0	0	0	0	0
AT3G19240.1	537.717	533.602	617.246	1207.18	903.574	732.102
AT3G19250.1	57.2834	41.3977	54.7538	70.5947	61.4256	99.8979
AT3G19260.1	117	139	98	297	362	401
AT3G19270.1	4.49229	0	0	0	0	0
AT3G19270.2	65.5077	113	87	71	56	53
AT3G19274.1	0	0	0	0	0	0
AT3G19280.1	99	117.285	79	156	117.189	164
AT3G19290.1	335.157	399.301	360.732	441.76	515.366	557.596
AT3G19290.2	0	0	22.5601	0	0	0
AT3G19290.3	63.6626	43.209	24.599	44.8033	27.7762	78.0674
AT3G19290.4	15.4291	50.4893	65.1012	47.2119	77.5268	23.3365
AT3G19290.5	30.7514	6.25688e-4	0.00915289	139.225	0.398501	0
AT3G19300.1	96	89	60	99	96	130
AT3G19310.1	6	4.00924	4.01181	7	11	4
AT3G19320.1	2.00062	3	1	6	4.00038	4.00038
AT3G19330.1	20.8646	10.7525	9.65357	0	0	20.0414
AT3G19330.2	41.159	41.4405	39.8822	54.6115	36.3123	34.9719
AT3G19330.3	0	0	0	2.10045e-4	0	1.77427e-4
AT3G19330.4	0	1.80707	6.48564	14.3883	8.68772	0
AT3G19340.1	699.976	839	700.979	1098	1143	1164.99
AT3G19350.1	2	2	1	5	1	6
AT3G19360.1	173.799	128.702	131	117	82.9306	126
AT3G19360.2	12.2011	24.2977	0	0	15.0694	0
AT3G19370.1	8.04029	0	12.7062	44.3873	34.2552	48.9373
AT3G19370.2	143.396	309.903	233.294	412.426	499.889	484.063
AT3G19370.3	17.5634	34.0966	0	12.1872	21.8559	0
AT3G19380.1	362	383.441	409	479.496	388	360.482
AT3G19390.1	8	11	8	4	4	7
AT3G19400.1	123.997	109.915	83.215	153.273	173.193	183.069
AT3G19400.2	134.003	167.085	121.785	298.727	267.807	275.931
AT3G19410.1	0	0	0	0	0	0
AT3G19420.1	1742	1743	1707.04	2440	2423	2590
AT3G19430.1	3	3	9	7	2	4
AT3G19430.2	0	0	0	0	0	0
AT3G19440.1	84	84	46	96	67	67
AT3G19440.2	0	0	0	0	0	0
AT3G19450.1	3602.91	3615.89	3642	1845.69	2277	2145.64
AT3G19460.1	83.3263	120.631	51.8647	115.37	119.255	150.053
AT3G19460.2	0	0	0	0	0	0
AT3G19460.3	0	0	0	0	0	0
AT3G19460.4	24.706	41.9309	24.6741	0	12.4563	18.6288
AT3G19460.5	19.6684	6.46898e-7	69.1658	130.425	4.25738	46.2769
AT3G19460.6	19.1337	0	27.4532	13.9678	23.5392	32.4717
AT3G19460.7	169.166	137.438	69.8422	254.237	293.492	248.57
AT3G19470.1	69	41.2861	26.8235	68.5558	54.4484	52.5473
AT3G19470.2	0	27.5438	27.2037	20.4442	20.5585	24.4563
AT3G19480.1	1268.7	1247.22	1113.06	732.077	967.117	911.948
AT3G19490.1	919.299	853.781	730.942	1378.92	1133.88	1240.05
AT3G19500.1	0	8.70077	0	0	2.58374	0
AT3G19500.2	15	0.383548	0	38.177	14.6809	23.3331
AT3G19500.3	0	6.91568	25	8.82301	6.73536	17.6669
AT3G19508.1	50	59	47	30	22	33
AT3G19510.1	131.254	243.016	165	230.759	259.925	277.229
AT3G19510.2	60.746	63.9837	0	59.2413	86.0748	90.7715
AT3G19515.2	446	620	468	753	746	722
AT3G19520.1	322.944	346.167	300.601	453.569	354.11	409.495
AT3G19520.2	0	0	0	0	0	0
AT3G19520.3	0	0	0	0	0	0
AT3G19520.4	69.0563	108.833	47.3993	163.431	142.89	82.5052
AT3G19530.1	0	0	0	0	0	0
AT3G19540.1	627	637	734	1035.76	867	1024.19
AT3G19550.1	7.24324	18.1118	12.0811	54.4757	41.1563	67.8753
AT3G19552.1	9.75676	8.88825	7.91886	41.5243	36.8437	37.1247
AT3G19553.1	610	570	536	1142	1312	1233.67
AT3G19560.1	0	0	0	1	0	0
AT3G19565.1	0	0	0	0	0	0
AT3G19570.1	92.1437	88.3096	153.03	123.418	153.231	291.74
AT3G19570.2	227.007	246.51	184.754	198.184	210.085	41.4796
AT3G19570.3	15.6602	31.5268	0	0	24.829	32.7101
AT3G19570.4	51.1896	58.6533	41.2159	89.3981	31.8553	76.0703
AT3G19580.1	30.1097	26.6231	27.2334	117.489	79.8198	38.1523
AT3G19580.2	49.8903	80.3769	57.4045	366.511	195.18	115.848
AT3G19590.1	264	302	275	335	254	300
AT3G19595.1	0	0	0	0	0	0
AT3G19600.1	0	0	0	0	0	0
AT3G19610.1	0	0	0	0	0	0
AT3G19613.1	0	4.21505	2.38633	1.32429	7.28985	7.80778
